article_title_eng,article_eng,article_title_kor,article_kor
"ADDENDA <Act No. 12215, Jan. 7, 2014>","Article 1 (Enforcement Date)This Act shall enter into force on the date of its promulgation: Provided, That Articles 30, 32 through 35, 35-2, 36, 40 and the amended provisions of Article 44, Articles 6 (1), (2), (6) through (8) and (12) of the Addenda on January 1, 2015. <Amended by Act No. 12412, Mar. 11, 2014>Article 2 (Transitional Measures concerning Alteration of Supra-Economic Regions)The supra-economic region prescribed in subparagraph 4 of Article 2 of the former provisions shall be deemed the economic cooperation sphere prescribed in the amended provisions of subparagraph 3 of Article 2.Article 3 (Transitional Measures concerning Settlement of Administrative Affairs of the Economic Region Development Committee)The economic region development committee and its administrative bureau that were established pursuant to Article 28 of the former provisions shall remain valid until December 31, 2013.Article 4 (Transitional Measures concerning Special Accounts on Regional Development)(1) With respect to the revenue, expenditure and settlement of fiscal year 2014 of the special accounts on regional development under Article 32 of the former provisions as at the time when this Act enters into force, the former provisions shall apply thereto.(2) The amount of surplus remaining as a result of the fiscal year 2014 settlement of the regional development account, economic region development account and the Jeju Special Self-Governing Province account of the special accounts on regional development under Article 32 of the former provisions as at the time when this Act enters into force, shall be appropriated to the revenue of the livelihood account, economic development account and the Jeju Special Self-Governing Province account of the special accounts on regional development under the amended provisions of Article 32.Article 5 (Transitional Measures concerning Succession to Properties, Receivables and Obligations)The properties, receivables and obligations belonging to the economic region development account of the special accounts on regional development pursuant to Article 33 of the former provisions as at the time when this Act enters into force, shall be succeeded by the economic development account of the special accounts on regional development under the amended provisions of Article 32.Article 6 Omitted.Article 7 (Relationship to other Statutes and Regulations)Where a provision of the previous Special Act on Balanced National Development is referred to in other statutes and regulations as at the time when this Act enters into force, if this Act has a provision corresponding to the previous provision, the corresponding provision under this Act shall be deemed to have been referred to in lieu of the previous provision.",,
"ADDENDUM <Act No. 12335, Jan. 28, 2014>","This Act shall enter into force on January 1, 2015.",,
"ADDENDA <Act No. 12412, Mar. 11, 2014>","Article 1 (Enforcement Date)This Act shall enter into force on the date of its promulgation: Provided, That Article 2 (1) of the Addenda shall enter into force on January 1, 2015.Articles 2 and 3 Omitted.",,
"ADDENDA <Act No. 12737, Jun. 3, 2014>","Article 1 (Enforcement Date)This Act shall enter into force on January 1, 2015.Articles 2 through 10 Omitted.",,
"ADDENDA <Act No. 12844, Nov. 19, 2014>","Article 1 (Enforcement Date)This Act shall enter into force on the date of its promulgation: Provided, That the amended provisions the Acts that were promulgated before this Act enters into force, and the enforcement date of which has not yet arrived, among the Acts amended pursuant to Article 6 of the Addenda, shall enter into force on the enforcement date of the relevant Acts.Articles 2 through 7 Omitted.",,
"ADDENDA <Act No. 13426, Jul. 24, 2015>",Article 1 (Enforcement Date)This Act shall enter into force six months after the date of its promulgation. (Proviso Omitted.)Articles 2 through 39 Omitted.,,
"ADDENDA <Act No. 13931, Jan. 28, 2016>",Article 1 (Enforcement Date)This Act shall enter into force three months after the date of its promulgation. (Proviso omitted.)Articles 2 through 12 Omitted.,,
"ADDENDUM <Act No. 14309, Dec. 2, 2016>",This Act shall enter into force six months after the date of its promulgation.,,
"ADDENDUM <Act No. 14599, Mar. 21, 2017>",This Act shall enter into force three months after the date of its promulgation.,,
"ADDENDA <Act No. 14839, Jul. 26, 2017>","Article 1 (Enforcement Date)This Act shall enter into force on the date of its promulgation: Provided, That the amended provisions the Acts that were promulgated before this Act enters into force, and the enforcement date of which has not yet arrived, among the Acts amended pursuant to Article 6 of the Addenda, shall enter into force on the enforcement date of the relevant Acts.Articles 2 through 6 Omitted.",,
"ADDENDA <Act No. 14991, Oct. 31, 2017>",Article 1 (Enforcement Date)This Act shall enter into force on the date of its promulgation.Article 2 (Applicability to Regional Plan)The amended provisions of Article 7 (1) 1-2 shall apply from a regional plan which is firstly established after this Act enters into force.,,
"ADDENDA <Act No. 15309, Dec. 26, 2017>",Article 1 (Enforcement Date)This Act shall enter into force three months after the date of its promulgation. (Proviso omitted.)Articles 2 through 4 Omitted.,,
"ADDENDA <Act No. 15489, Mar. 20, 2018>","Article 1 (Enforcement Date)This Act shall enter into force on the date of its promulgation: Provided, That Article 6 (3) shall enter into force on March 27, 2018, and the amended provisions of Articles 18-2, 18-3, 20, 21-2, 28, 29, 31 and 38 (6) shall enter into force six months after the date of its promulgation.Article 2 (Succession of Property)The local support account of the special account for balanced national development in accordance with this Act shall succeed to the properties, receivables and obligations belonging to the economic development account of special accounts on regional development under the former Special Act on Balances National Development.Article 3 (Transitional Measures concerning Special Accounts for Balanced National Development)(1) The former provisions shall apply to revenues, expenditures and settlements of the fiscal year of 2018 of the former special accounts for regional development under the former provisions at the time this Act enters into force.(2) Surplus remaining after the settlement of accounts of the fiscal year of 2018 of the livelihood account, the economic development account, the Jeju Special Self-Governing Province account and the Sejong Special-Governing City account of the special accounts for regional development under the former provisions at the time this Act enters into force shall be appropriated as the revenues of the local autonomous account, the local support account, the Jeju Special Self-Governing Province account and the Sejong Special-Governing City account of the special accounts for balanced national development under this Act.Article 4 (Transitional Measures concerning Establishment of Presidential Committee for Balanced National Development)(1) The Presidential Committee on Regional Development, Executive Office of Presidential Committee on Regional Development, Office of Presidential Committee on Regional Development Affairs, and Regional Development Team established under the former provisions shall be deemed the Presidential Committee for Balanced National Development, Executive Office of Presidential Committee for Balanced National Development, Supporting Bureau for Presidential Committee for Balanced National Development, and Supporting Team for Presidential Committee for Balanced National Development established under this Act, respectively.(2) Members of the former Presidential Committee on Regional Development at the time this Act enters into force shall be deemed to have been appointed or commissioned pursuant to the amended provisions of Article 23 (2) and (3). In such cases, the term of office of such members shall be the remaining term of the former office.Article 5 (Transitional Measures concerning Public Officials, Executive Officers and Employees Dispatched to Presidential Committee for Balanced National Development)Any public official, executive officer or employee dispatched to the Presidential Committee on Regional Development from the State, local governments, corporations or other organizations pursuant to the former provisions at the time this Act enters into force shall be deemed a public official, executive officer or employee dispatched to the Presidential Committee for Balanced National Development pursuant to the amended provisions of Article 25 (1).Article 6 Omitted.Article 7 (Relationship to other Statutes and Regulations)Where other statutes and regulations cited the former Special Act on Balanced National Development or the provisions thereof at the time when this Act enters into force, if provisions corresponding thereto exist in this Act, they shall be deemed to have cited this Act or the corresponding provisions of this Act in lieu of the former provisions.",,
